ID,Date,Furnace,Difference Phase 1 (Real - Target),Difference Phase 2,Difference Phase 3,Difference Phase 4,Difference Phase 5,Delay Time,Dureza,Dureza PC
13906,01/06/24,2,15,181,-222,-122,19,97,3,2
13907,01/06/24,1,334,-176,-156,14,43,82,2,2
13908,01/06/24,2,219,129,111,-29,20,57,2,3
13909,01/06/24,1,478,151,-242,-9,-45,110,2,2
13910,01/06/24,1,501,137,-115,14,-52,41,0,3
13911,01/06/24,2,456,-92,-145,4,22,86,2,3
13912,01/06/24,1,55,-93,-2,23,-23,65,2,2
13913,01/06/24,2,496,358,43,-27,-8,27,2,2
13914,01/06/24,1,324,-137,-214,-111,-53,29,2,2
13915,01/06/24,2,79,423,-112,40,23,86,2,2
13916,01/06/24,2,26,353,-216,51,20,29,2,2
13917,01/06/24,2,51,372,-88,-67,-22,97,2,2
13918,01/06/24,1,474,78,204,37,41,42,2,2
13919,01/06/24,2,382,418,-182,37,-21,18,2,2
13920,01/06/24,2,501,-113,-241,17,23,23,2,2
13921,01/06/24,2,241,-30,-131,25,-29,5,1,0
13922,01/06/24,2,-137,367,-174,44,-23,55,1,0
13923,01/06/24,1,181,76,-157,-17,36,68,1,2
13924,01/06/24,1,193,69,-183,-5,-3,116,1,2
13925,01/06/24,2,-72,223,-28,12,6,47,1,2
13926,01/06/24,2,428,-2,-93,28,-50,108,3,2
13927,01/06/24,1,-82,483,44,-49,-44,76,3,2
13928,01/06/24,2,308,267,87,3,-37,8,3,2
13929,01/06/24,1,107,428,-151,-8,-25,114,3,2
13930,01/06/24,2,-9,336,-152,-50,41,59,3,2
13931,01/06/24,1,467,425,223,-50,-45,101,3,2
13932,01/06/24,2,305,-57,-198,26,4,20,3,2
13933,01/06/24,1,373,455,-187,-18,41,115,3,2
13934,01/06/24,1,574,334,-161,-66,-55,112,1,2
13935,01/06/24,1,502,-221,-110,20,-51,45,1,2
13936,01/06/24,1,473,344,-229,34,-44,87,1,2
13937,01/06/24,2,267,-128,-169,45,11,106,1,2
13938,01/06/24,2,483,451,-210,-11,-6,75,1,2
13939,01/06/24,1,305,277,-21,-60,39,32,1,2
13940,01/06/24,2,-84,72,48,12,23,17,1,2
13941,01/06/24,1,427,275,-140,35,-23,37,1,2
13942,01/06/24,1,387,-226,-58,-55,-22,17,1,2
13943,01/06/24,1,110,-68,86,-49,-47,66,1,2
13944,01/06/24,1,-58,231,-209,-95,-34,117,1,2
13945,01/06/24,2,-85,468,218,-100,25,54,1,2
13946,01/06/24,2,-44,194,103,48,38,46,1,3
13947,01/06/24,2,-14,177,-72,-116,35,90,1,3
13948,01/06/24,2,177,463,-5,-27,-25,29,1,3
13949,01/06/24,1,-15,79,-79,-59,-5,19,1,3
13950,01/06/24,1,278,298,-252,-58,-38,26,1,3
13951,01/06/24,1,87,463,-175,-45,-47,49,1,3
13952,01/06/24,2,313,77,-198,-106,-18,114,1,3
13953,01/06/24,2,612,373,-122,-129,7,119,1,3
13954,01/06/24,2,-6,471,-75,-83,-18,113,0,3
13955,01/06/24,1,329,395,170,-34,-17,99,1,3
13956,01/06/24,2,372,-77,-223,24,-18,38,1,3
13957,01/06/24,2,488,-132,132,49,41,98,1,3
13958,01/06/24,1,264,-67,-5,19,-50,102,1,3
13959,01/06/24,2,335,232,-202,-11,19,119,1,3
13960,01/06/24,2,-11,163,165,-64,-6,112,1,3
13961,01/06/24,1,68,119,-7,-99,-28,18,3,1
13962,01/06/24,1,47,425,-146,0,-23,33,3,1
13963,01/06/24,1,83,397,130,-95,28,87,3,1
13964,01/06/24,2,-120,-123,205,-27,22,102,3,1
13965,01/06/24,1,402,165,-156,-102,23,92,3,1
13966,01/06/24,2,297,360,101,-40,12,64,3,1
13967,01/06/24,2,502,-197,99,8,28,30,1,1
13968,01/06/24,1,120,209,-222,-5,2,55,1,1
13969,01/06/24,1,381,134,128,13,-42,8,1,1
13970,01/06/24,2,292,-50,9,-103,-28,43,1,1
13971,01/06/24,2,609,-37,-71,-101,0,83,1,1
13972,01/06/24,2,104,-64,99,-87,-48,50,1,1
13973,01/06/24,1,184,-94,216,-15,-10,34,1,1
13974,01/06/24,2,435,-25,-225,31,16,59,1,1
13975,01/06/24,2,138,-54,-165,-95,-55,106,1,1
13976,01/06/24,2,533,181,-136,-32,-53,19,1,1
13977,01/06/24,2,537,-158,76,51,25,35,1,1
13978,01/06/24,1,-84,335,68,-26,-54,32,1,1
13979,01/06/24,1,205,217,35,-66,0,111,1,1
13980,01/06/24,1,161,462,220,-25,9,89,1,1
13981,01/06/24,2,160,-178,152,53,-29,29,1,1
13982,01/06/24,1,545,-43,172,-38,42,99,1,1
13983,01/06/24,2,478,-115,186,-109,-28,109,1,1
13984,01/06/24,2,593,9,13,-45,35,52,1,1
13985,01/06/24,1,393,187,213,33,-36,17,0,1
13986,01/06/24,2,-128,178,56,31,26,20,0,1
13987,01/06/24,2,-57,-79,138,-19,27,28,0,1
13988,01/06/24,1,557,311,200,-89,2,7,0,1
13989,01/06/24,1,-65,278,148,-70,-27,26,1,2
13990,01/06/24,2,567,18,131,-60,41,46,1,2
13991,01/06/24,1,155,255,-81,-25,40,57,1,2
13992,01/06/24,1,122,-133,97,-76,-25,45,1,1
13993,01/06/24,1,410,-64,6,-38,-39,22,1,1
13994,01/06/24,1,-117,86,-9,-110,-44,33,1,1
13995,01/06/24,1,199,29,-200,-1,4,66,1,1
13996,01/06/24,1,298,65,-153,-100,-18,84,1,1
13997,01/06/24,1,-23,-24,-241,-91,-15,25,1,1
13998,01/06/24,2,473,91,-177,-25,-21,97,1,1
13999,01/06/24,2,395,210,-142,-60,-52,99,1,1
14000,01/06/24,1,317,162,-239,52,-13,19,1,1
14001,01/06/24,2,509,-87,119,24,40,80,1,1
14002,01/06/24,2,-117,-13,48,-90,-49,43,1,1
14003,01/06/24,2,206,-142,-19,-6,-42,64,1,1
14004,01/06/24,2,571,478,-61,-71,30,102,1,1
14005,01/06/24,2,-57,57,-159,-45,44,48,1,1
14006,01/06/24,2,400,115,123,-17,-35,3,1,1
14007,01/06/24,2,93,-113,-175,-18,-9,91,1,1
14008,01/06/24,1,359,78,-88,41,-20,12,1,1
14009,01/06/24,1,389,321,-164,-26,-46,52,1,1
14010,01/06/24,1,90,133,27,51,40,14,1,1
14011,01/06/24,2,284,273,-109,-12,42,78,1,1
14012,31/05/24,1,147,181,52,16,-3,26,1,1
14013,31/05/24,1,10,287,-250,-46,32,25,1,1
14014,31/05/24,2,-60,306,227,-26,39,57,1,1
14015,31/05/24,2,48,229,12,-72,30,96,1,1
14016,31/05/24,1,143,475,96,-48,12,39,1,1
14017,31/05/24,2,24,419,140,-107,9,4,1,1
14018,31/05/24,1,126,6,143,-74,28,32,1,1
14019,31/05/24,1,598,232,89,-12,-49,103,1,1
14020,31/05/24,1,210,-84,-154,37,4,47,1,1
14021,31/05/24,2,345,190,208,52,-39,26,0,1
14022,31/05/24,1,417,23,49,-71,-13,78,0,3
14023,31/05/24,1,382,258,-206,-82,-34,46,0,0
14024,31/05/24,1,161,-36,-212,-112,-52,42,1,0
14025,31/05/24,2,521,147,-155,-99,8,51,1,0
14026,31/05/24,2,-36,246,100,-4,-44,73,1,1
14027,31/05/24,2,350,86,-178,-7,37,73,1,1
14028,31/05/24,1,-111,190,179,-81,-4,52,1,1
14029,31/05/24,1,407,-8,164,-23,-34,96,1,1
14030,31/05/24,2,519,190,-57,-47,-35,44,1,1
14031,31/05/24,1,409,100,19,39,-1,92,1,1
14032,31/05/24,2,-42,424,106,-25,-21,39,1,1
14033,31/05/24,2,318,482,-86,-17,41,116,1,1
14034,31/05/24,2,-141,258,185,-4,-24,91,1,1
14035,31/05/24,2,-27,-15,-67,-17,-35,110,1,1
14036,31/05/24,1,5,75,153,-122,-36,70,1,1
14037,31/05/24,2,336,-29,-70,-106,-46,99,1,1
14038,31/05/24,1,473,282,128,38,-17,89,1,1
14039,31/05/24,1,127,-223,-78,-50,39,20,1,1
14040,31/05/24,2,65,25,211,-117,-27,21,1,1
14041,31/05/24,1,56,92,198,28,39,28,0,1
14042,31/05/24,1,512,-193,-87,-64,31,110,0,1
14043,31/05/24,1,593,329,-32,-113,-11,80,1,3
14044,31/05/24,2,448,-19,109,-71,16,11,1,3
14045,31/05/24,1,520,99,-121,-79,-28,83,1,3
14046,31/05/24,1,-75,182,222,-95,28,23,1,3
14047,31/05/24,1,370,-182,109,11,-2,41,1,0
14048,31/05/24,2,115,-40,-34,-108,-2,64,1,0
14049,31/05/24,2,126,-161,-80,39,25,85,1,0
14050,31/05/24,2,230,136,161,-17,18,12,2,1
14051,31/05/24,1,-3,439,-219,-129,26,27,2,1
14052,31/05/24,2,247,-94,-58,-51,-21,24,2,1
14053,31/05/24,2,-97,-144,-169,-29,3,115,2,1
14054,31/05/24,2,286,151,-225,40,-23,87,3,1
14055,31/05/24,2,265,176,-53,10,-54,81,3,1
14056,31/05/24,2,298,-174,102,-45,-36,103,3,1
14057,31/05/24,2,11,-103,213,-76,-13,26,3,1
14058,31/05/24,2,56,-124,-202,-41,33,24,2,1
14059,31/05/24,2,203,168,-224,23,19,51,3,1
14060,31/05/24,1,73,241,-246,-77,-3,85,3,1
14061,31/05/24,1,148,-234,-47,20,-23,63,3,1
14062,31/05/24,2,-139,-151,21,-20,-46,49,3,1
14063,31/05/24,1,-8,35,118,44,44,57,1,1
14064,31/05/24,2,521,38,35,-6,-31,16,1,1
14065,31/05/24,2,293,81,93,-70,19,118,2,1
14066,31/05/24,1,516,-168,-240,-53,7,11,3,1
14067,31/05/24,1,278,307,-189,16,42,98,2,1
14068,31/05/24,2,159,138,33,-75,18,54,1,1
14069,31/05/24,2,-39,238,-104,-35,-53,109,1,1
14070,31/05/24,2,314,477,-85,-8,12,51,1,1
14071,31/05/24,1,64,-234,-188,-128,15,70,1,1
14072,31/05/24,2,-62,79,215,-98,38,83,1,1
14073,31/05/24,1,201,-229,-251,-24,33,102,1,0
14074,31/05/24,2,-108,150,119,11,42,106,1,1
14075,31/05/24,2,-19,456,-231,-21,11,43,1,0
14076,31/05/24,2,462,-31,-142,36,32,41,1,1
14077,31/05/24,2,-145,393,173,46,2,41,1,0
14078,31/05/24,2,21,373,99,-88,14,5,1,1
14079,31/05/24,1,516,254,-166,-125,28,73,1,1
14080,31/05/24,1,241,69,136,-54,-16,76,1,1
14081,31/05/24,2,419,455,-82,11,37,104,1,1
14082,31/05/24,2,339,205,56,-85,-3,108,1,1
14083,31/05/24,2,-10,-71,18,-102,-52,110,1,1
14084,31/05/24,1,-138,-115,202,-37,-35,106,1,1
14085,31/05/24,2,512,298,116,-57,14,18,2,2
14086,31/05/24,1,2,295,128,-73,-17,76,1,2
14087,31/05/24,1,79,214,-208,35,17,53,1,2
14088,31/05/24,2,285,59,216,-116,-34,59,1,2
14089,31/05/24,2,25,-200,-13,-69,44,48,1,2
14090,31/05/24,2,550,73,-30,-60,-12,11,1,2
14091,31/05/24,2,515,440,86,-51,-45,99,1,2
14092,31/05/24,2,-129,426,186,-92,-31,90,1,2
14093,31/05/24,1,209,430,-212,45,-18,7,1,2
14094,31/05/24,1,565,-183,143,-32,-23,66,1,2
14095,31/05/24,1,316,-3,-100,7,-10,70,1,2
14096,31/05/24,1,349,-25,-1,-35,-35,82,1,3
14097,31/05/24,1,-111,-117,-167,-59,-39,107,1,3
14098,31/05/24,2,371,366,205,-5,29,27,1,3
14099,31/05/24,1,137,487,-66,-22,-43,69,1,3
14100,31/05/24,2,582,-206,-41,-30,-41,11,1,3
14101,31/05/24,2,79,-41,-17,36,-7,62,1,3
14102,31/05/24,1,398,365,201,37,0,73,1,3
14103,31/05/24,2,376,58,155,-103,33,104,1,3
14104,31/05/24,2,-129,187,170,51,34,96,1,1
14105,31/05/24,2,608,409,-153,-77,-30,19,1,1
14106,31/05/24,1,-55,-189,-38,9,-24,107,1,1
14107,31/05/24,2,100,282,-61,40,-2,69,1,2
14108,31/05/24,1,-83,155,73,25,29,4,1,2
14109,31/05/24,1,352,-49,72,35,-36,106,1,2
14110,31/05/24,2,355,-179,52,0,-29,113,1,3
14111,31/05/24,1,182,345,112,-66,-55,42,1,3
14112,31/05/24,2,238,-182,-156,43,-1,52,1,2
14113,31/05/24,2,353,372,-244,-113,-29,68,1,1
14114,31/05/24,1,587,-159,112,-90,21,7,3,2
14115,31/05/24,1,423,361,-109,51,-7,21,2,1
14116,31/05/24,2,333,-233,-190,-4,-47,106,3,1
14117,31/05/24,2,-29,156,-84,-112,43,54,3,1
14118,31/05/24,2,94,256,158,-25,17,63,3,1
14119,31/05/24,2,58,-64,-86,45,-49,114,3,2
14120,31/05/24,2,469,43,-63,-92,-2,118,3,2
14121,31/05/24,1,-75,195,-115,-1,18,40,3,2
14122,31/05/24,2,458,329,-233,-89,-6,58,3,2
14123,31/05/24,1,143,482,-191,-57,-22,31,3,2
14124,31/05/24,2,172,-202,-33,-29,-55,58,2,2
14125,31/05/24,2,151,-204,5,-104,2,88,2,2
14126,31/05/24,2,-16,242,-149,-22,4,81,2,2
14127,31/05/24,1,63,1,-10,-61,-55,12,3,2
14128,31/05/24,1,459,-212,189,11,-22,102,3,2
14129,31/05/24,2,-140,-25,-107,-13,18,119,3,2
14130,31/05/24,1,-4,415,188,-115,28,12,3,2
14131,31/05/24,1,475,22,219,-87,17,65,3,2
14132,31/05/24,1,-124,84,110,53,-22,93,3,2
14133,31/05/24,2,84,74,-207,-106,-17,48,3,2
14134,31/05/24,2,143,22,124,-43,44,95,3,2
14135,31/05/24,2,268,-77,75,-7,-45,90,3,2
14136,31/05/24,2,110,-31,-184,-79,3,63,3,2
14137,31/05/24,1,585,346,134,-115,-21,18,3,2
14138,31/05/24,2,595,385,-192,-21,-50,112,3,2
14139,31/05/24,2,145,248,94,-73,-44,113,3,2
14140,31/05/24,1,5,-175,-161,-108,-52,74,1,2
14141,31/05/24,2,-18,-151,-5,-64,-9,9,1,3
14142,31/05/24,2,49,273,-198,-22,-54,42,1,3
14143,31/05/24,1,50,125,-254,46,-19,19,1,3
14144,31/05/24,1,309,488,-186,-61,15,57,1,1
14145,31/05/24,2,121,315,-94,-29,-41,51,1,1
14146,31/05/24,2,529,-167,-236,52,-1,116,1,3
14147,31/05/24,1,3,60,-181,-123,10,55,1,3
14148,31/05/24,1,-71,31,-166,-32,-26,7,1,3
14149,31/05/24,1,128,430,-232,0,22,24,1,3
14150,31/05/24,1,485,472,-112,53,-16,72,1,3
14151,31/05/24,1,490,24,49,-47,21,99,1,3
14152,31/05/24,2,295,167,-221,14,39,110,1,3
14153,31/05/24,1,9,-122,-154,-129,18,94,1,3
14154,31/05/24,2,175,-164,-138,-19,17,46,1,3
14155,31/05/24,1,447,23,-203,-36,5,63,1,3
14156,31/05/24,1,329,-188,-15,-98,-42,48,1,3
14157,31/05/24,2,107,-196,142,-72,-38,114,1,3
14158,31/05/24,2,415,-100,-176,20,43,68,3,3
14159,31/05/24,2,-147,360,162,-86,13,24,3,3
14160,31/05/24,2,189,353,203,22,-42,31,3,3
14161,31/05/24,2,-54,-67,-215,-100,37,7,1,3
14162,31/05/24,2,432,-108,-20,-7,29,44,1,3
14163,31/05/24,2,50,46,-46,-101,10,13,1,3
14164,31/05/24,2,95,396,-139,-129,-14,7,1,3
14165,31/05/24,1,150,2,32,17,-1,7,1,3
14166,31/05/24,1,242,52,-8,-93,14,110,1,3
14167,31/05/24,2,191,385,14,46,9,53,1,3
14168,31/05/24,2,50,57,-33,-119,-5,25,1,3
14169,31/05/24,2,456,315,20,-1,38,116,1,3
14170,31/05/24,2,554,304,93,44,-42,38,1,3
14171,31/05/24,1,534,-174,-73,-35,-23,47,3,3
14172,31/05/24,2,88,-56,-223,19,-31,76,3,3
14173,31/05/24,2,-34,-192,-242,38,-27,101,2,3
14174,31/05/24,2,6,38,12,-16,-5,7,1,0
14175,31/05/24,2,357,-186,-120,-97,32,71,1,3
14176,31/05/24,2,89,191,-96,-123,-36,78,1,3
14177,31/05/24,1,219,9,-72,-20,3,11,1,3
14178,31/05/24,1,349,-160,-167,-64,13,12,1,3
14179,31/05/24,2,-80,478,219,-24,27,104,1,3
14180,31/05/24,2,233,340,-189,-87,-21,68,1,3
14181,31/05/24,1,583,416,-130,14,37,71,1,3
14182,31/05/24,2,376,439,-46,-6,-44,56,1,3
14183,31/05/24,1,215,-95,-186,24,-9,112,1,3
14184,31/05/24,1,72,-160,-87,-64,22,9,1,3
14185,31/05/24,1,569,-229,-186,30,35,94,1,3
14186,31/05/24,2,383,447,-254,48,-22,7,1,3
14187,31/05/24,2,564,281,-206,-101,-29,56,1,3
14188,31/05/24,2,114,-36,87,2,31,64,1,3
14189,31/05/24,1,589,463,-168,53,8,76,1,3
14190,31/05/24,1,432,237,150,-86,-37,47,1,3
14191,31/05/24,2,-136,-93,-44,-32,8,100,1,3
14192,31/05/24,2,275,194,-238,-57,-52,56,1,3
14193,31/05/24,1,241,454,-200,-115,-15,77,1,3
14194,31/05/24,1,213,183,-58,32,-39,112,1,3
14195,31/05/24,2,32,64,82,-120,15,116,1,3
14196,31/05/24,2,451,-165,0,41,3,62,1,3
14197,31/05/24,2,-94,-201,163,-117,-26,92,1,3
14198,31/05/24,1,520,-91,-138,46,43,23,1,1
14199,31/05/24,1,-54,-180,-130,-85,-19,52,1,3
14200,31/05/24,2,-113,26,30,-59,-22,6,2,1
14201,31/05/24,1,222,431,-61,7,-37,60,2,1
14202,31/05/24,2,236,307,-102,8,13,116,2,1
14203,31/05/24,1,-34,-221,-57,-104,-26,86,2,2
14204,31/05/24,2,252,65,-95,-89,-1,119,3,1
14205,31/05/24,2,169,26,215,38,-22,24,3,1
14206,31/05/24,1,0,-62,-219,22,14,58,3,1
14207,31/05/24,1,55,253,-229,-124,9,94,2,1
14208,31/05/24,1,-14,368,207,-4,-38,44,3,1
14209,31/05/24,1,292,303,1,34,1,32,3,1
14210,31/05/24,1,477,137,-32,-65,19,33,2,1
14211,31/05/24,1,134,426,16,-124,19,73,1,1
14212,31/05/24,1,385,-54,-232,-117,-35,8,1,1
14213,31/05/24,1,593,383,42,-69,-55,52,1,1
14214,31/05/24,1,248,435,86,23,-19,52,1,2
14215,31/05/24,1,-87,471,-170,29,-50,28,1,2
14216,31/05/24,1,279,0,173,-105,-55,119,1,2
14217,31/05/24,1,60,-121,147,-115,-13,44,1,2
14218,31/05/24,1,-102,97,-175,-123,-21,7,1,2
14219,30/05/24,1,241,122,54,26,5,12,1,2
14220,30/05/24,2,437,382,-38,-11,-3,78,1,2
14221,30/05/24,2,295,304,176,-98,-18,95,1,2
14222,30/05/24,1,422,130,-104,-97,13,57,1,2
14223,30/05/24,2,554,67,-243,8,24,47,1,0
14224,30/05/24,1,101,444,-70,-36,6,119,1,2
14225,30/05/24,1,33,148,-60,-91,-7,14,1,2
14226,30/05/24,2,126,250,-163,-96,-18,18,1,2
14227,30/05/24,2,-80,26,-85,-90,29,85,1,2
14228,30/05/24,1,194,-94,-57,-24,-27,117,1,2
14229,30/05/24,2,409,-122,-78,12,-8,91,1,2
14230,30/05/24,2,129,-20,210,-119,-6,14,1,2
14231,30/05/24,1,251,-95,-97,-12,-49,30,1,2
14232,30/05/24,2,-130,288,51,48,11,113,3,2
14233,30/05/24,1,305,275,-143,14,-36,36,3,3
14234,30/05/24,1,110,-190,-201,41,-34,25,2,2
14235,30/05/24,1,453,481,140,47,-17,113,0,2
14236,30/05/24,1,282,447,210,-38,4,113,0,3
14237,30/05/24,2,-31,317,-18,3,-51,5,0,2
14238,30/05/24,1,-102,-33,-188,-9,-33,39,3,2
14239,30/05/24,1,598,-215,-14,-72,-24,19,2,3
14240,30/05/24,2,444,-14,-147,-38,-21,75,3,2
14241,30/05/24,2,505,0,26,-109,-3,5,2,2
14242,30/05/24,1,-139,227,-87,-79,30,79,2,3
14243,30/05/24,2,-8,88,-67,-79,-42,99,2,3
14244,30/05/24,1,375,367,-43,-122,17,33,2,3
14245,30/05/24,2,4,195,163,3,-48,20,2,3
14246,30/05/24,2,385,396,-166,19,-3,104,2,3
14247,30/05/24,1,35,-58,104,-77,-37,50,2,3
14248,30/05/24,2,84,251,47,-47,-27,22,2,3
14249,30/05/24,1,-113,-123,183,21,42,52,2,3
14250,30/05/24,2,144,478,199,-29,-20,3,3,2
14251,30/05/24,2,176,-71,-78,-33,-43,90,3,2
14252,30/05/24,1,25,-223,231,-110,-46,33,3,3
14253,30/05/24,1,534,223,-116,-123,-30,112,3,2
14254,30/05/24,1,435,22,127,-59,-33,36,3,3
14255,30/05/24,2,350,137,-62,5,-24,77,3,3
14256,30/05/24,1,569,-115,-239,-16,6,92,3,3
14257,30/05/24,1,482,-179,-175,21,-53,32,3,2
14258,30/05/24,2,105,7,-99,-129,-25,16,3,2
14259,30/05/24,1,526,479,39,-77,-38,73,2,2
14260,30/05/24,2,590,232,2,-18,-44,43,3,2
14261,30/05/24,2,416,486,-130,-46,41,100,3,2
14262,30/05/24,2,598,455,-217,-24,22,85,3,2
14263,30/05/24,1,-131,380,-245,-19,-17,113,2,2
14264,30/05/24,2,377,-212,-4,-68,-41,115,2,3
14265,30/05/24,2,-99,-219,178,48,-15,74,2,2
14266,30/05/24,2,-124,56,120,-50,-12,92,1,3
14267,30/05/24,1,360,-167,-237,-96,3,30,1,2
14268,30/05/24,2,614,-178,-52,24,-42,58,1,2
14269,30/05/24,1,596,-102,210,-61,-18,38,1,2
14270,30/05/24,1,427,408,209,-94,-25,98,3,2
14271,30/05/24,1,173,86,95,23,31,78,1,2
14272,30/05/24,2,-27,55,-168,-88,-52,41,1,3
14273,30/05/24,1,336,-135,-22,23,33,119,1,3
14274,30/05/24,2,-85,-206,-4,-43,-8,8,1,3
14275,30/05/24,2,574,-73,194,21,-12,110,1,3
14276,30/05/24,1,-8,416,26,2,-2,82,1,3
14277,30/05/24,2,591,29,110,-25,38,29,1,3
14278,30/05/24,2,121,223,209,29,3,47,1,3
14279,30/05/24,1,21,-58,-112,-106,7,48,1,3
14280,30/05/24,1,213,-80,-20,-84,31,14,1,3
14281,30/05/24,2,358,48,157,17,6,67,1,3
14282,30/05/24,2,-90,-104,29,-64,16,78,1,3
14283,30/05/24,1,56,468,-74,-75,-3,94,1,3
14284,30/05/24,1,450,268,77,39,-2,31,1,3
14285,30/05/24,2,368,-100,204,-71,13,83,1,3
14286,30/05/24,1,533,74,172,-94,30,78,1,3
14287,30/05/24,2,82,48,140,-95,-50,23,1,3
14288,30/05/24,2,-147,267,46,-65,-53,38,2,3
14289,30/05/24,2,-113,278,-211,23,-30,88,2,2
14290,30/05/24,2,-107,141,-74,37,40,38,3,3
14291,30/05/24,2,333,178,-78,2,-31,31,3,3
14292,30/05/24,2,252,-66,-203,9,-29,46,3,3
14293,30/05/24,1,200,135,195,15,38,115,3,1
14294,30/05/24,2,151,165,-249,-56,-4,60,0,1
14295,30/05/24,2,460,120,66,-52,22,71,3,2
14296,30/05/24,1,240,-191,120,38,-9,61,3,2
14297,30/05/24,2,256,145,131,54,-45,40,3,2
14298,30/05/24,2,-125,137,108,51,27,108,0,2
14299,30/05/24,1,-152,-198,-135,-79,-39,45,1,1
14300,30/05/24,1,523,200,180,-71,27,10,1,2
14301,30/05/24,2,90,-114,59,-6,38,41,1,1
14302,30/05/24,1,289,300,-208,11,-18,64,1,1
14303,30/05/24,2,-13,-29,-44,-41,-38,28,1,1
14304,30/05/24,1,307,-10,196,-45,2,71,1,1
14305,30/05/24,1,315,-103,-97,10,21,97,1,1
14306,30/05/24,1,222,-207,214,43,-41,41,1,1
14307,30/05/24,1,541,261,51,-109,39,119,1,1
14308,30/05/24,1,189,327,202,-45,15,93,1,1
14309,30/05/24,2,224,-30,-170,47,-19,22,1,1
14310,30/05/24,2,-106,-187,203,-66,-5,76,1,3
14311,30/05/24,2,396,44,-131,-35,-17,119,1,3
14312,30/05/24,2,223,400,-71,37,-26,66,1,3
14313,30/05/24,2,587,6,40,-89,24,72,1,3
14314,30/05/24,2,-40,116,218,-2,-17,77,1,0
14315,30/05/24,2,-16,-128,-216,-96,16,44,1,0
14316,30/05/24,2,53,98,-80,-102,-44,57,1,3
14317,30/05/24,1,502,187,193,-67,-42,53,1,0
14318,30/05/24,2,547,-96,-186,-108,-47,5,1,3
14319,30/05/24,1,138,-65,106,13,21,34,1,3
14320,30/05/24,1,-109,460,123,39,-2,65,1,2
14321,30/05/24,2,493,191,81,38,44,63,1,2
14322,30/05/24,2,267,-131,-98,-50,-3,66,1,1
14323,30/05/24,1,5,-159,39,-46,35,81,1,1
14324,30/05/24,2,158,188,120,46,35,118,1,1
14325,30/05/24,1,581,-12,76,-71,44,88,1,0
14326,30/05/24,1,-44,-138,-88,-100,-41,76,1,0
14327,30/05/24,1,335,-205,-53,-51,-20,38,1,1
14328,30/05/24,2,239,-31,-230,-43,27,87,1,1
14329,30/05/24,1,458,54,-181,-81,-50,11,1,1
14330,30/05/24,1,548,371,73,-30,6,17,1,1
14331,30/05/24,1,-80,164,-155,-2,30,12,1,1
14332,30/05/24,1,81,463,143,-8,21,64,1,1
14333,30/05/24,1,-23,-8,157,21,-49,24,3,1
14334,30/05/24,2,202,-53,-37,-66,-3,85,3,1
14335,30/05/24,2,22,344,136,-93,-31,93,3,1
14336,30/05/24,2,136,-110,-22,-27,5,59,3,1
14337,30/05/24,2,569,112,9,23,-52,9,3,1
14338,30/05/24,1,-120,95,112,-93,-35,112,3,1
14339,30/05/24,1,223,269,-53,-126,-4,34,3,2
14340,30/05/24,2,-97,-213,-51,-104,-24,63,3,1
14341,30/05/24,2,255,-210,216,-2,-15,10,3,1
14342,30/05/24,1,409,193,-25,-73,-10,88,3,1
14343,30/05/24,2,420,-44,208,-14,-20,26,2,2
14344,30/05/24,1,-34,-64,-60,16,-52,25,2,1
14345,30/05/24,1,551,-165,15,-114,-50,98,2,2
14346,30/05/24,2,116,369,-69,26,-42,87,3,2
14347,30/05/24,2,283,416,83,-108,-7,67,3,2
14348,30/05/24,2,147,-72,173,-36,-23,48,3,1
14349,30/05/24,2,97,390,3,38,-23,50,3,1
14350,30/05/24,2,62,373,-231,-107,-13,101,1,2
14351,30/05/24,2,570,86,123,-102,13,32,1,3
14352,30/05/24,1,31,62,129,-59,-43,75,1,3
14353,30/05/24,1,239,-50,-85,-73,43,90,1,3
14354,30/05/24,2,395,-190,-163,-13,-28,88,3,2
14355,30/05/24,2,389,-154,-151,-79,-52,71,3,2
14356,30/05/24,1,-18,134,114,-124,-31,91,2,2
14357,30/05/24,2,-94,-76,113,26,-12,103,2,2
14358,30/05/24,2,57,-64,-176,-76,39,24,2,3
14359,30/05/24,2,148,324,-106,17,-19,40,1,3
14360,30/05/24,1,307,416,-37,-47,-27,7,1,2
14361,30/05/24,1,-145,22,-9,-118,-28,42,1,3
14362,30/05/24,2,151,238,89,-26,36,37,1,2
14363,30/05/24,2,126,143,-220,43,-3,26,0,3
14364,30/05/24,1,178,342,-9,-62,19,82,3,2
14365,30/05/24,2,203,133,2,44,24,104,1,2
14366,30/05/24,2,105,83,61,-119,41,27,1,2
14367,30/05/24,1,611,-138,-61,-12,-33,7,1,2
14368,30/05/24,2,498,-23,206,-3,-15,59,1,2
14369,30/05/24,2,162,-9,-216,54,-43,87,1,2
14370,30/05/24,1,-126,119,159,-4,14,4,0,2
14371,30/05/24,1,551,-57,-143,8,9,62,1,2
14372,30/05/24,1,329,-166,-185,-101,-23,83,1,1
14373,30/05/24,1,-65,-101,229,-76,-41,5,1,1
14374,30/05/24,2,-10,-35,225,-15,4,119,1,1
14375,30/05/24,1,53,424,203,-72,1,64,1,1
14376,30/05/24,1,544,100,-236,33,-39,9,1,1
14377,30/05/24,1,354,-184,48,8,12,100,1,1
14378,30/05/24,2,491,-84,-53,41,-15,1,1,1
